1	329984914
2	9744442
3	2409687
4	1274650
5	820043
6	710996
7	714875
8	821103
9	1022868
10	1332892
11	1755500
12	2330824
13	3047716
14	3892015
15	4852582
16	5887020
17	6943934
18	7943463
19	8797167
20	9455274
21	9880293
22	10029340
23	9890978
24	9484473
25	8872506
26	8088668
27	7188243
28	6233716
29	5282534
30	4387198
31	3571671
32	2845266
33	2226253
34	1717494
35	1304236
36	986201
37	736572
38	550119
39	412709
40	316015
41	245460
42	196806
43	162112
44	138958
45	122384
46	109755
47	101614
48	93869
49	88665
50	84059
51	79295
52	75373
53	71070
54	66817
55	63529
56	59261
57	55250
58	52251
59	48844
60	46000
61	43575
62	41530
63	39035
64	37093
65	35119
66	33948
67	32059
68	31023
69	29948
70	28635
71	27789
72	26919
73	26164
74	25092
75	24462
76	23343
77	22701
78	22082
79	21222
80	20515
81	19757
82	19359
83	18855
84	17991
85	17296
86	16809
87	16693
88	16100
89	15438
90	14718
91	14773
92	14279
93	13924
94	13361
95	13192
96	12875
97	12427
98	12192
99	12116
100	12055
101	11592
102	11376
103	11179
104	10908
105	10861
106	10640
107	10313
108	10083
109	9981
110	9675
111	9641
112	9283
113	9120
114	9192
115	8955
116	8748
117	8776
118	8624
119	8099
120	8145
121	8122
122	7736
123	7628
124	7550
125	7408
126	7263
127	7271
128	7185
129	7212
130	7141
131	6974
132	7080
133	6893
134	6913
135	6743
136	6746
137	6405
138	6241
139	6374
140	6001
141	5968
142	6195
143	6032
144	5960
145	5872
146	5675
147	5427
148	5633
149	5452
150	5242
151	5072
152	5126
153	5005
154	4961
155	4780
156	4817
157	4805
158	4599
159	4584
160	4442
161	4418
162	4263
163	4359
164	4366
165	4241
166	4208
167	4082
168	4026
169	4010
170	3948
171	3753
172	3837
173	3726
174	3679
175	3497
176	3583
177	3407
178	3540
179	3479
180	3485
181	3267
182	3246
183	3231
184	3109
185	3264
186	3186
187	3036
188	3043
189	2902
190	2949
191	2953
192	2811
193	2829
194	2920
195	2849
196	2810
197	2766
198	2816
199	2816
200	2732
201	2750
202	2801
203	2666
204	2716
205	2698
206	2746
207	2787
208	2777
209	2573
210	2691
211	2554
212	2525
213	2443
214	2496
215	2534
216	2489
217	2399
218	2462
219	2511
220	2427
221	2385
222	2374
223	2366
224	2325
225	2233
226	2210
227	2208
228	2212
229	2117
230	2151
231	2115
232	2083
233	2169
234	2115
235	2023
236	2096
237	2068
238	1969
239	2105
240	2048
241	1999
242	2000
243	1997
244	1966
245	1949
246	1921
247	1921
248	1942
249	1856
250	1838
251	1900
252	1797
253	1886
254	1657
255	1809
256	1760
257	1764
258	1645
259	1618
260	1658
261	1653
262	1591
263	1536
264	1647
265	1557
266	1581
267	1484
268	1579
269	1545
270	1391
271	1492
272	1495
273	1557
274	1489
275	1505
276	1495
277	1424
278	1452
279	1453
280	1502
281	1425
282	1435
283	1387
284	1313
285	1406
286	1350
287	1431
288	1371
289	1385
290	1354
291	1342
292	1358
293	1320
294	1401
295	1313
296	1313
297	1388
298	1357
299	1303
300	1293
301	1363
302	1306
303	1294
304	1316
305	1241
306	1196
307	1227
308	1224
309	1206
310	1190
311	1176
312	1196
313	1173
314	1150
315	1165
316	1117
317	1207
318	1144
319	1151
320	1135
321	1115
322	1150
323	1182
324	1169
325	1123
326	1141
327	1129
328	1136
329	1103
330	1134
331	1087
332	1101
333	1090
334	1120
335	1128
336	1022
337	1098
338	1129
339	1092
340	1123
341	1075
342	1112
343	1132
344	1156
345	1107
346	1148
347	1052
348	1090
349	1114
350	1110
351	996
352	1134
353	1022
354	1017
355	1019
356	1043
357	1011
358	985
359	985
360	993
361	981
362	983
363	994
364	956
365	955
366	974
367	943
368	938
369	912
370	962
371	968
372	946
373	950
374	938
375	922
376	930
377	927
378	879
379	895
380	910
381	903
382	939
383	910
384	889
385	899
386	887
387	876
388	891
389	893
390	890
391	868
392	869
393	839
394	830
395	835
396	806
397	802
398	817
399	791
400	835
401	812
402	837
403	826
404	773
405	788
406	744
407	744
408	749
409	700
410	738
411	811
412	764
413	758
414	693
415	701
416	792
417	747
418	724
419	695
420	672
421	653
422	713
423	693
424	655
425	667
426	598
427	634
428	666
429	676
430	646
431	606
432	674
433	567
434	660
435	646
436	629
437	573
438	647
439	651
440	688
441	640
442	644
443	659
444	602
445	610
446	613
447	611
448	622
449	631
450	619
451	594
452	607
453	612
454	567
455	595
456	599
457	594
458	561
459	577
460	548
461	597
462	587
463	520
464	573
465	520
466	562
467	504
468	514
469	512
470	567
471	499
472	503
473	514
474	524
475	486
476	523
477	499
478	515
479	496
480	513
481	474
482	484
483	499
484	483
485	479
486	511
487	506
488	499
489	524
490	541
491	481
492	498
493	490
494	496
495	491
496	466
497	463
498	444
499	451
500	428
501	471
502	424
503	437
504	432
505	420
506	466
507	460
508	436
509	417
510	442
511	414
512	417
513	397
514	442
515	408
516	439
517	418
518	447
519	382
520	409
521	401
522	435
523	414
524	386
525	395
526	422
527	368
528	394
529	363
530	362
531	388
532	359
533	374
534	392
535	392
536	378
537	396
538	375
539	367
540	381
541	361
542	363
543	386
544	386
545	370
546	386
547	366
548	349
549	358
550	377
551	401
552	382
553	358
554	334
555	380
556	337
557	354
558	364
559	357
560	364
561	352
562	336
563	354
564	383
565	352
566	322
567	336
568	325
569	330
570	327
571	316
572	291
573	345
574	348
575	321
576	304
577	285
578	328
579	282
580	290
581	315
582	283
583	304
584	281
585	281
586	293
587	307
588	296
589	274
590	296
591	310
592	308
593	273
594	300
595	272
596	279
597	285
598	244
599	290
600	261
601	251
602	306
603	293
604	281
605	255
606	264
607	259
608	254
609	263
610	253
611	236
612	252
613	268
614	234
615	234
616	263
617	253
618	240
619	255
620	264
621	264
622	274
623	273
624	238
625	249
626	225
627	236
628	267
629	254
630	228
631	236
632	227
633	224
634	230
635	249
636	227
637	249
638	218
639	250
640	222
641	242
642	244
643	232
644	258
645	231
646	259
647	259
648	223
649	249
650	235
651	255
652	238
653	230
654	252
655	270
656	247
657	250
658	251
659	240
660	235
661	222
662	249
663	242
664	262
665	229
666	244
667	225
668	231
669	236
670	243
671	208
672	207
673	235
674	202
675	237
676	233
677	239
678	211
679	226
680	224
681	217
682	226
683	235
684	235
685	232
686	211
687	215
688	218
689	234
690	238
691	224
692	248
693	226
694	226
695	200
696	209
697	212
698	218
699	215
700	234
701	226
702	204
703	225
704	206
705	231
706	234
707	205
708	198
709	208
710	179
711	187
712	185
713	199
714	212
715	186
716	206
717	189
718	217
719	204
720	183
721	191
722	192
723	220
724	176
725	184
726	185
727	198
728	192
729	210
730	214
731	170
732	173
733	194
734	194
735	174
736	200
737	196
738	195
739	199
740	192
741	191
742	198
743	195
744	196
745	193
746	193
747	201
748	197
749	202
750	190
751	211
752	189
753	190
754	200
755	169
756	201
757	209
758	198
759	193
760	190
761	163
762	148
763	195
764	196
765	155
766	166
767	186
768	211
769	173
770	188
771	166
772	146
773	173
774	184
775	184
776	170
777	174
778	163
779	171
780	161
781	145
782	159
783	157
784	173
785	144
786	167
787	183
788	155
789	164
790	141
791	151
792	178
793	156
794	166
795	162
796	169
797	156
798	163
799	164
800	176
801	171
802	181
803	166
