1	287679653
2	7397723
3	2611430
4	1843260
5	1567597
6	1500879
7	1562612
8	1766243
9	2109463
10	2646286
11	3390484
12	4345537
13	5491420
14	6751894
15	8036877
16	9236335
17	10203501
18	10868409
19	11164762
20	11073451
21	10588783
22	9787102
23	8755160
24	7595446
25	6398096
26	5249320
27	4172551
28	3239088
29	2469186
30	1842329
31	1343786
32	966913
33	694301
34	497502
35	363527
36	270224
37	209085
38	168657
39	141819
40	124565
41	113172
42	104514
43	98821
44	92363
45	88162
46	83188
47	76738
48	72917
49	68016
50	64323
51	59878
52	56043
53	52702
54	49155
55	46782
56	44723
57	42615
58	40766
59	39168
60	37399
61	36209
62	34510
63	34056
64	32625
65	31273
66	30273
67	29274
68	28085
69	26874
70	25899
71	24897
72	24507
73	23902
74	22755
75	21641
76	21020
77	19984
78	19509
79	18769
80	18468
81	17908
82	17201
83	16812
84	16199
85	15187
86	15015
87	14717
88	14325
89	13976
90	13770
91	13312
92	13313
93	13122
94	12721
95	12396
96	12118
97	11741
98	11711
99	11459
100	11480
101	11363
102	10845
103	10519
104	10144
105	9930
106	9760
107	9590
108	9406
109	9418
110	9243
111	9345
112	8982
113	8959
114	8885
115	8724
116	8494
117	8399
118	8310
119	8204
120	8135
121	7764
122	7894
123	7587
124	7435
125	7570
126	7399
127	7380
128	7248
129	7033
130	6870
131	7128
132	6813
133	6678
134	6486
135	6371
136	6555
137	6471
138	6304
139	6151
140	6278
141	5996
142	5868
143	5746
144	5804
145	5624
146	5471
147	5518
148	5428
149	5430
150	5502
151	5343
152	5340
153	5206
154	5179
155	5070
156	4986
157	5146
158	4891
159	4967
160	4818
161	4675
162	4610
163	4634
164	4526
165	4456
166	4554
167	4411
168	4336
169	4248
170	4167
171	4140
172	4035
173	4077
174	3927
175	4030
176	3834
177	3815
178	3852
179	3919
180	3733
181	3704
182	3652
183	3748
184	3676
185	3643
186	3635
187	3584
188	3524
189	3608
190	3521
191	3363
192	3313
193	3292
194	3139
195	3127
196	3188
197	3087
198	3053
199	3006
200	2978
201	2961
202	2799
203	2866
204	2870
205	2664
206	2586
207	2699
208	2778
209	2771
210	2590
211	2566
212	2681
213	2545
214	2590
215	2470
216	2515
217	2459
218	2538
219	2515
220	2369
221	2358
222	2262
223	2225
224	2186
225	2265
226	2219
227	2206
228	2187
229	2136
230	2179
231	2208
232	2081
233	2136
234	2122
235	1995
236	2159
237	2075
238	2111
239	2013
240	2010
241	2008
242	2023
243	1955
244	1969
245	1946
246	1918
247	1894
248	1906
249	1819
250	1772
251	1847
252	1768
253	1752
254	1712
255	1655
256	1734
257	1684
258	1672
259	1562
260	1640
261	1593
262	1665
263	1567
264	1591
265	1583
266	1572
267	1558
268	1655
269	1609
270	1538
271	1547
272	1540
273	1641
274	1566
275	1572
276	1513
277	1517
278	1548
279	1530
280	1468
281	1458
282	1501
283	1392
284	1386
285	1434
286	1380
287	1397
288	1380
289	1423
290	1321
291	1363
292	1346
293	1283
294	1263
295	1328
296	1298
297	1281
298	1327
299	1329
300	1254
301	1325
302	1224
303	1269
304	1277
305	1219
306	1216
307	1231
308	1232
309	1175
310	1195
311	1160
312	1152
313	1153
314	1061
315	1097
316	1132
317	1043
318	1089
319	1091
320	1047
321	1049
322	1057
323	1069
324	1108
325	1023
326	1060
327	1046
328	1056
329	1011
330	963
331	1017
332	1028
333	991
334	988
335	1053
336	975
337	965
338	941
339	925
340	945
341	952
342	939
343	928
344	937
345	923
346	944
347	927
